Power plant;HV-B Station;HV-A Station;LV Station;Company;Individual;Capacity;Load
1;-;-;58;-;1250810;-;4857
1;-;1;59;-;-;718441;-
1;-;-;59;389;-;-;11685
1;-;-;59;390;-;-;16217
1;-;-;59;391;-;-;14433
1;-;-;59;392;-;-;12649
1;-;-;59;393;-;-;15603
1;-;-;59;-;1250811;-;5605
1;-;-;59;-;1250812;-;4338
1;-;-;59;-;1250813;-;4596
1;-;-;59;-;1250814;-;5600
1;-;-;59;-;1250815;-;5498
1;-;-;59;-;1250816;-;3858
1;-;-;59;-;1250817;-;5259
1;-;-;59;-;1250818;-;4206
1;-;-;59;-;1250819;-;4137
1;-;-;59;-;1250820;-;4948
1;-;-;59;-;1250821;-;3953
1;-;-;59;-;1250822;-;4031
1;-;-;59;-;1250823;-;4562
1;-;-;59;-;1250824;-;5269
1;-;-;59;-;1250825;-;3871
1;-;-;59;-;1250826;-;4354
1;-;-;59;-;1250827;-;4084
1;-;-;59;-;1250828;-;4851
1;-;-;59;-;1250829;-;3842
1;-;-;59;-;1250830;-;4066
1;-;-;59;-;1250831;-;3758
1;-;-;59;-;1250832;-;3852
1;-;-;59;-;1250833;-;5002
1;-;-;59;-;1250834;-;5333
1;-;-;59;-;1250835;-;5290
1;-;-;59;-;1250836;-;5147
1;-;-;59;-;1250837;-;4787
1;-;-;59;-;1250838;-;4981
1;-;-;59;-;1250839;-;3873
1;-;-;59;-;1250840;-;4615
1;-;-;59;-;1250841;-;4248
1;-;-;59;-;1250842;-;4029
1;-;-;59;-;1250843;-;4117
1;-;1;60;-;-;872488;-
1;-;-;60;394;-;-;14390
1;-;-;60;395;-;-;12246
1;-;-;60;396;-;-;11610
1;-;-;60;397;-;-;12046
1;-;-;60;398;-;-;13891
1;-;-;60;-;1250844;-;5077
1;-;-;60;-;1250845;-;4362
1;-;-;60;-;1250846;-;4907
1;-;-;60;-;1250847;-;5468
1;-;-;60;-;1250848;-;5297
1;-;-;60;-;1250849;-;4090
1;-;-;60;-;1250850;-;5436
1;-;-;60;-;1250851;-;5042
1;-;-;60;-;1250852;-;4008
1;-;-;60;-;1250853;-;4477
1;-;-;60;-;1250854;-;5105
1;-;-;60;-;1250855;-;5358
1;-;-;60;-;1250856;-;5418
1;-;-;60;-;1250857;-;5094
1;-;-;60;-;1250858;-;5600
1;-;-;60;-;1250859;-;5307
1;-;-;60;-;1250860;-;4081
1;-;-;60;-;1250861;-;5595
1;-;-;60;-;1250862;-;4944
1;-;-;60;-;1250863;-;4165
1;-;-;60;-;1250864;-;4308
1;-;-;60;-;1250865;-;4637
1;-;-;60;-;1250866;-;5162
1;-;-;60;-;1250867;-;3761
1;-;-;60;-;1250868;-;5222
1;-;-;60;-;1250869;-;5463
1;-;-;60;-;1250870;-;4710
1;-;-;60;-;1250871;-;4421
1;-;-;60;-;1250872;-;4710
1;-;-;60;-;1250873;-;4577
1;-;-;60;-;1250874;-;5582
1;-;1;61;-;-;832821;-
1;-;-;61;399;-;-;12490
1;-;-;61;400;-;-;11797
1;-;-;61;401;-;-;12195
1;-;-;61;402;-;-;14253
1;-;-;61;403;-;-;12540
1;-;-;61;-;1250875;-;5139
1;-;-;61;-;1250876;-;4643
1;-;-;61;-;1250877;-;4174
1;-;-;61;-;1250878;-;4032
1;-;-;61;-;1250879;-;5043
1;-;-;61;-;1250880;-;4675
1;-;-;61;-;1250881;-;4640
1;-;-;61;-;1250882;-;4977
1;-;-;61;-;1250883;-;5092
1;-;-;61;-;1250884;-;3968
1;-;-;61;-;1250885;-;4302
1;-;-;61;-;1250886;-;3921
1;-;-;61;-;1250887;-;5318
1;-;-;61;-;1250888;-;4553
1;-;-;61;-;1250889;-;5165
1;-;-;61;-;1250890;-;4113
1;-;-;61;-;1250891;-;4189
1;-;-;61;-;1250892;-;5265
1;-;-;61;-;1250893;-;3807
1;-;-;61;-;1250894;-;4057
1;-;-;61;-;1250895;-;4375
1;-;-;61;-;1250896;-;5165
1;-;-;61;-;1250897;-;4463
1;-;-;61;-;1250898;-;4100
1;-;-;61;-;1250899;-;3912
1;-;-;61;-;1250900;-;4736
1;-;-;61;-;1250901;-;4995
1;-;-;61;-;1250902;-;3824
1;-;-;61;-;1250903;-;4315
1;-;-;61;-;1250904;-;3783
1;-;-;61;-;1250905;-;5631
1;-;-;61;-;1250906;-;5405
1;-;-;61;-;1250907;-;4140
1;-;-;61;-;1250908;-;4035
1;-;-;61;-;1250909;-;4616
1;-;-;61;-;1250910;-;4966
1;-;-;61;-;1250911;-;5056
1;-;-;61;-;1250912;-;4941
1;-;-;61;-;1250913;-;5207
1;-;-;61;-;1250914;-;4851
1;-;-;61;-;1250915;-;4757
1;-;-;61;-;1250916;-;4577
1;-;-;61;-;1250917;-;5035
1;-;-;61;-;1250918;-;4877
1;-;-;61;-;1250919;-;5525
1;-;-;61;-;1250920;-;4470
1;-;-;61;-;1250921;-;5237
1;-;-;61;-;1250922;-;4931
1;-;-;61;-;1250923;-;4335
1;-;1;62;-;-;592662;-
1;-;-;62;404;-;-;14460
1;-;-;62;405;-;-;11611
1;-;-;62;406;-;-;15107
1;-;-;62;407;-;-;11747
1;-;-;62;408;-;-;13332
1;-;-;62;409;-;-;14892
1;-;-;62;410;-;-;15407
1;-;-;62;411;-;-;14657
1;-;-;62;-;1250924;-;4422
1;-;-;62;-;1250925;-;5231
1;-;-;62;-;1250926;-;4652
1;-;-;62;-;1250927;-;4049
1;-;-;62;-;1250928;-;4170
1;-;-;62;-;1250929;-;5454
1;-;-;62;-;1250930;-;5416
1;-;-;62;-;1250931;-;3777
1;-;-;62;-;1250932;-;5414
1;-;-;62;-;1250933;-;3930
1;-;-;62;-;1250934;-;4454
1;-;-;62;-;1250935;-;5055
1;-;-;62;-;1250936;-;4844
1;-;-;62;-;1250937;-;4158
1;-;-;62;-;1250938;-;4621
1;-;-;62;-;1250939;-;5068
1;-;-;62;-;1250940;-;4364
1;-;-;62;-;1250941;-;4927
1;-;-;62;-;1250942;-;4310
1;-;-;62;-;1250943;-;4379
1;-;-;62;-;1250944;-;4485
1;-;-;62;-;1250945;-;5409
1;-;-;62;-;1250946;-;5041
1;-;-;62;-;1250947;-;5467
1;-;-;62;-;1250948;-;4312
1;-;-;62;-;1250949;-;4186
1;-;-;62;-;1250950;-;3980
1;-;-;62;-;1250951;-;5295
1;-;-;62;-;1250952;-;4936
1;-;-;62;-;1250953;-;5035
1;-;-;62;-;1250954;-;5307
1;-;-;62;-;1250955;-;4560
1;-;-;62;-;1250956;-;4572
1;-;-;62;-;1250957;-;5446
1;-;-;62;-;1250958;-;4155
1;-;-;62;-;1250959;-;4062
1;-;-;62;-;1250960;-;4591
1;-;-;62;-;1250961;-;4353
1;-;-;62;-;1250962;-;5063
1;-;-;62;-;1250963;-;5600
1;-;-;62;-;1250964;-;5249
1;-;-;62;-;1250965;-;4830
1;-;-;62;-;1250966;-;4326
1;-;-;62;-;1250967;-;5547
1;-;-;62;-;1250968;-;5247
1;-;-;62;-;1250969;-;4950
1;-;-;62;-;1250970;-;4344
1;-;-;62;-;1250971;-;4903
1;-;-;62;-;1250972;-;4255
1;-;-;62;-;1250973;-;5020
1;-;1;63;-;-;561493;-
1;-;-;63;412;-;-;15032
1;-;-;63;413;-;-;15208
1;-;-;63;414;-;-;15790
1;-;-;63;415;-;-;11776
1;-;-;63;416;-;-;12800
1;-;-;63;417;-;-;11231
1;-;-;63;-;1250974;-;4436
1;-;-;63;-;1250975;-;4995
1;-;-;63;-;1250976;-;4486
1;-;-;63;-;1250977;-;5594
1;-;-;63;-;1250978;-;5389
1;-;-;63;-;1250979;-;5454
1;-;-;63;-;1250980;-;4986
1;-;-;63;-;1250981;-;4060
1;-;-;63;-;1250982;-;5284
1;-;-;63;-;1250983;-;4791
1;-;-;63;-;1250984;-;5424
1;-;-;63;-;1250985;-;4706
1;-;-;63;-;1250986;-;5161
1;-;-;63;-;1250987;-;5074
1;-;-;63;-;1250988;-;4318
1;-;-;63;-;1250989;-;5384
1;-;-;63;-;1250990;-;5139
1;-;-;63;-;1250991;-;4381
1;-;-;63;-;1250992;-;4455
1;-;-;63;-;1250993;-;4093
1;-;-;63;-;1250994;-;3769
1;-;-;63;-;1250995;-;5322
1;-;-;63;-;1250996;-;4530
1;-;-;63;-;1250997;-;4603
1;-;-;63;-;1250998;-;5311
1;-;-;63;-;1250999;-;4736
1;-;-;63;-;1251000;-;4386
1;-;-;63;-;1251001;-;5600
1;-;-;63;-;1251002;-;5050
1;-;-;63;-;1251003;-;5138
1;-;-;63;-;1251004;-;5082
1;-;-;63;-;1251005;-;4642
1;-;-;63;-;1251006;-;5139
1;-;-;63;-;1251007;-;5242
1;-;-;63;-;1251008;-;4292
1;-;-;63;-;1251009;-;3766
1;-;-;63;-;1251010;-;4481
1;-;1;64;-;-;836546;-
1;-;-;64;418;-;-;16305
1;-;-;64;419;-;-;11532
1;-;-;64;420;-;-;13768
1;-;-;64;421;-;-;12152
1;-;-;64;422;-;-;12351
1;-;-;64;423;-;-;13739
1;-;-;64;424;-;-;14648
1;-;-;64;-;1251011;-;4088
1;-;-;64;-;1251012;-;5536
1;-;-;64;-;1251013;-;5231
1;-;-;64;-;1251014;-;3895
1;-;-;64;-;1251015;-;4859
1;-;-;64;-;1251016;-;4284
1;-;-;64;-;1251017;-;4780
1;-;-;64;-;1251018;-;4382
1;-;-;64;-;1251019;-;4707
1;-;-;64;-;1251020;-;4890
1;-;-;64;-;1251021;-;5408
1;-;-;64;-;1251022;-;4045
1;-;-;64;-;1251023;-;4691
1;-;-;64;-;1251024;-;4468
1;-;-;64;-;1251025;-;4556
1;-;-;64;-;1251026;-;5201
1;-;-;64;-;1251027;-;5486
1;-;-;64;-;1251028;-;4308
1;-;-;64;-;1251029;-;5353
1;-;-;64;-;1251030;-;4747
1;-;-;64;-;1251031;-;4236
1;-;-;64;-;1251032;-;3802
1;-;-;64;-;1251033;-;3987
1;-;-;64;-;1251034;-;5599
1;-;-;64;-;1251035;-;4907
1;-;-;64;-;1251036;-;4904
1;-;-;64;-;1251037;-;4694
1;-;-;64;-;1251038;-;4138
1;-;-;64;-;1251039;-;4440
1;-;-;64;-;1251040;-;5036
1;-;-;64;-;1251041;-;4235
1;-;-;64;-;1251042;-;4455
1;-;-;64;-;1251043;-;4963
1;-;-;64;-;1251044;-;4409
1;-;-;64;-;1251045;-;5618
1;-;-;64;-;1251046;-;4853
1;-;-;64;-;1251047;-;4825
1;-;1;65;-;-;836808;-
1;-;-;65;425;-;-;12671
1;-;-;65;426;-;-;13416
1;-;-;65;427;-;-;11739
1;-;-;65;428;-;-;12191
1;-;-;65;429;-;-;16165
1;-;-;65;430;-;-;13096
1;-;-;65;431;-;-;14780
1;-;-;65;-;1251048;-;5155
1;-;-;65;-;1251049;-;4487
1;-;-;65;-;1251050;-;4203
1;-;-;65;-;1251051;-;5355
1;-;-;65;-;1251052;-;4532
1;-;-;65;-;1251053;-;5516
1;-;-;65;-;1251054;-;4227
1;-;-;65;-;1251055;-;5006
1;-;-;65;-;1251056;-;4082
1;-;-;65;-;1251057;-;5133
1;-;-;65;-;1251058;-;3764
1;-;-;65;-;1251059;-;4029
1;-;-;65;-;1251060;-;5524
1;-;-;65;-;1251061;-;4026
1;-;-;65;-;1251062;-;3984
1;-;-;65;-;1251063;-;4354
1;-;-;65;-;1251064;-;4890
1;-;-;65;-;1251065;-;4688
1;-;-;65;-;1251066;-;5636
1;-;-;65;-;1251067;-;4833
1;-;-;65;-;1251068;-;4990
1;-;-;65;-;1251069;-;5461
1;-;-;65;-;1251070;-;4775
1;-;-;65;-;1251071;-;4382
1;-;-;65;-;1251072;-;4176
1;-;-;65;-;1251073;-;3783
1;-;-;65;-;1251074;-;5452
1;-;-;65;-;1251075;-;4022
1;-;-;65;-;1251076;-;5350
1;-;-;65;-;1251077;-;5042
1;-;-;65;-;1251078;-;5274
1;-;-;65;-;1251079;-;3802
1;-;-;65;-;1251080;-;3831
1;-;-;65;-;1251081;-;4935
1;-;-;65;-;1251082;-;4193
1;-;1;66;-;-;734576;-
1;-;-;66;432;-;-;11901
1;-;-;66;433;-;-;14749
1;-;-;66;434;-;-;11529
1;-;-;66;435;-;-;11395
1;-;-;66;436;-;-;11421
1;-;-;66;-;1251083;-;4234
1;-;-;66;-;1251084;-;4458
1;-;-;66;-;1251085;-;5442
1;-;-;66;-;1251086;-;4507
1;-;-;66;-;1251087;-;4327
1;-;-;66;-;1251088;-;5443
1;-;-;66;-;1251089;-;4654
1;-;-;66;-;1251090;-;4849
1;-;-;66;-;1251091;-;5037
1;-;-;66;-;1251092;-;3770
1;-;-;66;-;1251093;-;3918
1;-;-;66;-;1251094;-;5566
1;-;-;66;-;1251095;-;3886
1;-;-;66;-;1251096;-;3911
1;-;-;66;-;1251097;-;4763
1;-;-;66;-;1251098;-;5156
1;-;-;66;-;1251099;-;4230
1;-;-;66;-;1251100;-;5363
1;-;-;66;-;1251101;-;5202
1;-;-;66;-;1251102;-;4652
1;-;-;66;-;1251103;-;4169
1;-;-;66;-;1251104;-;3809
1;-;-;66;-;1251105;-;4458
1;-;-;66;-;1251106;-;4145
1;-;-;66;-;1251107;-;5294
1;-;-;66;-;1251108;-;4105
1;-;-;66;-;1251109;-;4041
1;-;-;66;-;1251110;-;5033
1;-;-;66;-;1251111;-;4881
1;-;-;66;-;1251112;-;4939
1;-;-;66;-;1251113;-;4813
1;-;-;66;-;1251114;-;4386
1;-;-;66;-;1251115;-;4086
1;-;-;66;-;1251116;-;5324
1;-;-;66;-;1251117;-;4413
1;-;-;66;-;1251118;-;4917
1;-;1;67;-;-;751210;-
1;-;-;67;437;-;-;13244
1;-;-;67;438;-;-;12872
1;-;-;67;439;-;-;14347
1;-;-;67;440;-;-;14182
1;-;-;67;441;-;-;12190
1;-;-;67;442;-;-;12067
1;-;-;67;443;-;-;12375
1;-;-;67;444;-;-;12775
1;-;-;67;-;1251119;-;5373
1;-;-;67;-;1251120;-;4216
1;-;-;67;-;1251121;-;5142
1;-;-;67;-;1251122;-;3848
1;-;-;67;-;1251123;-;4562
1;-;-;67;-;1251124;-;4169
1;-;-;67;-;1251125;-;4763
1;-;-;67;-;1251126;-;4894
1;-;-;67;-;1251127;-;4500
1;-;-;67;-;1251128;-;4775
1;-;-;67;-;1251129;-;4727
1;-;-;67;-;1251130;-;4733
1;-;-;67;-;1251131;-;4342
1;-;-;67;-;1251132;-;4390
1;-;-;67;-;1251133;-;5631
1;-;-;67;-;1251134;-;5305
1;-;-;67;-;1251135;-;5226
1;-;-;67;-;1251136;-;5413
1;-;-;67;-;1251137;-;4616
1;-;-;67;-;1251138;-;5438
1;-;-;67;-;1251139;-;4854
1;-;-;67;-;1251140;-;4443
1;-;-;67;-;1251141;-;4406
1;-;-;67;-;1251142;-;4928
1;-;-;67;-;1251143;-;4711
1;-;-;67;-;1251144;-;4241
1;-;-;67;-;1251145;-;3907
1;-;-;67;-;1251146;-;3973
1;-;-;67;-;1251147;-;3934
1;-;-;67;-;1251148;-;4497
1;-;-;67;-;1251149;-;4642
1;-;-;67;-;1251150;-;5343
1;-;-;67;-;1251151;-;4255
1;-;-;67;-;1251152;-;4832
1;-;1;68;-;-;844560;-
1;-;-;68;445;-;-;13255
1;-;-;68;446;-;-;10930
1;-;-;68;447;-;-;11048
1;-;-;68;448;-;-;14126
1;-;-;68;449;-;-;16245
1;-;-;68;450;-;-;14023
1;-;-;68;451;-;-;14746
1;-;-;68;-;1251153;-;5160
1;-;-;68;-;1251154;-;3925
1;-;-;68;-;1251155;-;5473
1;-;-;68;-;1251156;-;4858
1;-;-;68;-;1251157;-;4900
1;-;-;68;-;1251158;-;4203
1;-;-;68;-;1251159;-;4007
1;-;-;68;-;1251160;-;4466
1;-;-;68;-;1251161;-;5015
1;-;-;68;-;1251162;-;5497
1;-;-;68;-;1251163;-;5620
1;-;-;68;-;1251164;-;4504
1;-;-;68;-;1251165;-;4208
1;-;-;68;-;1251166;-;5254
1;-;-;68;-;1251167;-;3932
1;-;-;68;-;1251168;-;3767
1;-;-;68;-;1251169;-;4715
1;-;-;68;-;1251170;-;5616
1;-;-;68;-;1251171;-;4037
1;-;-;68;-;1251172;-;5468
1;-;-;68;-;1251173;-;4264
1;-;-;68;-;1251174;-;4809
1;-;-;68;-;1251175;-;4729
1;-;-;68;-;1251176;-;4835
1;-;-;68;-;1251177;-;5404
1;-;-;68;-;1251178;-;3843
1;-;-;68;-;1251179;-;4667
1;-;-;68;-;1251180;-;5495
1;-;-;68;-;1251181;-;5424
1;-;-;68;-;1251182;-;4162
1;-;-;68;-;1251183;-;4758
1;-;-;68;-;1251184;-;4375
1;-;-;68;-;1251185;-;5532
1;-;-;68;-;1251186;-;4111
1;-;-;68;-;1251187;-;5488
1;-;-;68;-;1251188;-;5567
1;-;-;68;-;1251189;-;5354
1;-;-;68;-;1251190;-;5418
1;-;-;68;-;1251191;-;3799
1;-;-;68;-;1251192;-;5463
1;-;-;68;-;1251193;-;4705
1;-;-;68;-;1251194;-;4849
1;-;-;68;-;1251195;-;3867
1;-;-;68;-;1251196;-;4368
1;-;-;68;-;1251197;-;5269
1;-;-;68;-;1251198;-;5115
1;-;-;68;-;1251199;-;4578
1;-;-;68;-;1251200;-;3826
1;-;-;68;-;1251201;-;4964
1;-;-;68;-;1251202;-;4303
1;-;1;69;-;-;861212;-
1;-;-;69;452;-;-;14864
1;-;-;69;453;-;-;11727
1;-;-;69;454;-;-;12244
1;-;-;69;455;-;-;11249
1;-;-;69;456;-;-;15968
1;-;-;69;-;1251203;-;4098
1;-;-;69;-;1251204;-;5631
1;-;-;69;-;1251205;-;4517
1;-;-;69;-;1251206;-;3771
1;-;-;69;-;1251207;-;4705
1;-;-;69;-;1251208;-;5400
1;-;-;69;-;1251209;-;5426
1;-;-;69;-;1251210;-;5238
1;-;-;69;-;1251211;-;4036
1;-;-;69;-;1251212;-;5083
1;-;-;69;-;1251213;-;4438
1;-;-;69;-;1251214;-;5202
1;-;-;69;-;1251215;-;4360
1;-;-;69;-;1251216;-;4247
1;-;-;69;-;1251217;-;5085
1;-;-;69;-;1251218;-;5238
1;-;-;69;-;1251219;-;4369
1;-;-;69;-;1251220;-;3803
1;-;-;69;-;1251221;-;4516
1;-;-;69;-;1251222;-;5553
1;-;-;69;-;1251223;-;3780
1;-;-;69;-;1251224;-;4944
1;-;-;69;-;1251225;-;4341
1;-;-;69;-;1251226;-;5103
1;-;-;69;-;1251227;-;4145
1;-;-;69;-;1251228;-;5131
1;-;-;69;-;1251229;-;4392
1;-;-;69;-;1251230;-;4816
1;-;-;69;-;1251231;-;3835
1;-;-;69;-;1251232;-;4442
1;-;-;69;-;1251233;-;4613
1;-;-;69;-;1251234;-;4493
1;-;-;69;-;1251235;-;3998
1;-;-;69;-;1251236;-;4509
1;-;-;69;-;1251237;-;5069
1;-;-;69;-;1251238;-;5451
1;-;-;69;-;1251239;-;5492
1;-;-;69;-;1251240;-;4639
1;-;-;69;-;1251241;-;3840
1;-;-;69;-;1251242;-;5602
1;-;-;69;-;1251243;-;3898
1;-;-;69;-;1251244;-;4526
1;-;-;69;-;1251245;-;5283
1;-;1;70;-;-;610235;-
1;-;-;70;457;-;-;15682
1;-;-;70;458;-;-;16112
1;-;-;70;459;-;-;12194
1;-;-;70;460;-;-;11743
1;-;-;70;461;-;-;12323
1;-;-;70;-;1251246;-;5553
1;-;-;70;-;1251247;-;3811
1;-;-;70;-;1251248;-;4981
1;-;-;70;-;1251249;-;5294
1;-;-;70;-;1251250;-;5496
1;-;-;70;-;1251251;-;5067
1;-;-;70;-;1251252;-;5465
1;-;-;70;-;1251253;-;4795
1;-;-;70;-;1251254;-;5169
1;-;-;70;-;1251255;-;4263
1;-;-;70;-;1251256;-;4582
1;-;-;70;-;1251257;-;5264
1;-;-;70;-;1251258;-;3878
1;-;-;70;-;1251259;-;4993
1;-;-;70;-;1251260;-;3960
1;-;-;70;-;1251261;-;3827
1;-;-;70;-;1251262;-;4574
1;-;-;70;-;1251263;-;5000
1;-;-;70;-;1251264;-;5521
1;-;-;70;-;1251265;-;4299
1;-;-;70;-;1251266;-;4146
1;-;-;70;-;1251267;-;4192
1;-;-;70;-;1251268;-;4956
1;-;-;70;-;1251269;-;4625
1;-;-;70;-;1251270;-;5430
1;-;-;70;-;1251271;-;5293
1;-;-;70;-;1251272;-;4642
1;-;-;70;-;1251273;-;3794
1;-;-;70;-;1251274;-;5030
1;-;-;70;-;1251275;-;5309
1;-;-;70;-;1251276;-;5526
1;-;-;70;-;1251277;-;3797
1;-;-;70;-;1251278;-;5336
1;-;-;70;-;1251279;-;3863
1;-;-;70;-;1251280;-;5170
1;-;-;70;-;1251281;-;5262
1;-;-;70;-;1251282;-;4210
1;-;-;70;-;1251283;-;4937
1;-;-;70;-;1251284;-;4175
1;-;-;70;-;1251285;-;3904
1;-;-;70;-;1251286;-;4706
1;-;-;70;-;1251287;-;4415
1;-;-;70;-;1251288;-;3910
1;-;-;70;-;1251289;-;4062
1;-;-;70;-;1251290;-;5256
1;-;-;70;-;1251291;-;4834
1;-;-;70;-;1251292;-;4754
1;-;1;71;-;-;887974;-
1;-;-;71;462;-;-;14288
1;-;-;71;463;-;-;12390
1;-;-;71;464;-;-;14431
1;-;-;71;465;-;-;15974
1;-;-;71;466;-;-;13625
1;-;-;71;467;-;-;11819
1;-;-;71;-;1251293;-;4613
1;-;-;71;-;1251294;-;5310
1;-;-;71;-;1251295;-;4340
1;-;-;71;-;1251296;-;3990
1;-;-;71;-;1251297;-;3967
1;-;-;71;-;1251298;-;5620
1;-;-;71;-;1251299;-;5335
1;-;-;71;-;1251300;-;4068
1;-;-;71;-;1251301;-;3890
1;-;-;71;-;1251302;-;5456
1;-;-;71;-;1251303;-;5390
1;-;-;71;-;1251304;-;4816
1;-;-;71;-;1251305;-;5242
1;-;-;71;-;1251306;-;4754
1;-;-;71;-;1251307;-;4925
1;-;-;71;-;1251308;-;4617
1;-;-;71;-;1251309;-;5188
1;-;-;71;-;1251310;-;3773
1;-;-;71;-;1251311;-;5518
1;-;-;71;-;1251312;-;5510
1;-;-;71;-;1251313;-;4421
1;-;-;71;-;1251314;-;4797
1;-;-;71;-;1251315;-;4889
1;-;-;71;-;1251316;-;5135
1;-;-;71;-;1251317;-;5507
1;-;-;71;-;1251318;-;4901
1;-;-;71;-;1251319;-;4061
1;-;-;71;-;1251320;-;4562
1;-;-;71;-;1251321;-;4367
1;-;-;71;-;1251322;-;5615
1;-;-;71;-;1251323;-;4687
1;-;-;71;-;1251324;-;4778
1;-;1;72;-;-;664290;-
1;-;-;72;468;-;-;14135
1;-;-;72;469;-;-;11216
1;-;-;72;470;-;-;15320
1;-;-;72;471;-;-;15679
1;-;-;72;472;-;-;14009
1;-;-;72;473;-;-;12151
1;-;-;72;-;1251325;-;3817
1;-;-;72;-;1251326;-;5616
1;-;-;72;-;1251327;-;4372
1;-;-;72;-;1251328;-;4558
1;-;-;72;-;1251329;-;4212
1;-;-;72;-;1251330;-;5609
1;-;-;72;-;1251331;-;4278
1;-;-;72;-;1251332;-;4308
1;-;-;72;-;1251333;-;5104
1;-;-;72;-;1251334;-;5047
1;-;-;72;-;1251335;-;5185
1;-;-;72;-;1251336;-;5319
1;-;-;72;-;1251337;-;4959
1;-;-;72;-;1251338;-;4340
1;-;-;72;-;1251339;-;4011
1;-;-;72;-;1251340;-;5213
1;-;-;72;-;1251341;-;4632
1;-;-;72;-;1251342;-;5503
1;-;-;72;-;1251343;-;4427
1;-;-;72;-;1251344;-;4373
1;-;-;72;-;1251345;-;3908
1;-;-;72;-;1251346;-;4663
1;-;-;72;-;1251347;-;4084
1;-;-;72;-;1251348;-;4111
1;-;-;72;-;1251349;-;3779
1;-;-;72;-;1251350;-;5436
1;-;-;72;-;1251351;-;3854
1;-;-;72;-;1251352;-;5136
1;-;-;72;-;1251353;-;4419
1;-;-;72;-;1251354;-;4030
1;-;-;72;-;1251355;-;4199
1;-;-;72;-;1251356;-;4859
1;-;-;72;-;1251357;-;4703
1;-;-;72;-;1251358;-;3821
1;-;-;72;-;1251359;-;4618
1;-;-;72;-;1251360;-;3993
1;-;-;72;-;1251361;-;4810
1;-;-;72;-;1251362;-;5600
1;-;-;72;-;1251363;-;4479
1;-;-;72;-;1251364;-;4710
1;-;-;72;-;1251365;-;4978
1;-;-;72;-;1251366;-;5435
1;-;-;72;-;1251367;-;4218
1;-;1;73;-;-;573291;-
1;-;-;73;474;-;-;11759
1;-;-;73;475;-;-;14333
1;-;-;73;476;-;-;11369
1;-;-;73;477;-;-;15723
1;-;-;73;478;-;-;11591
1;-;-;73;479;-;-;11162
1;-;-;73;-;1251368;-;4612
1;-;-;73;-;1251369;-;4699
1;-;-;73;-;1251370;-;4014
1;-;-;73;-;1251371;-;3958
1;-;-;73;-;1251372;-;4759
1;-;-;73;-;1251373;-;5435
1;-;-;73;-;1251374;-;4218
1;-;-;73;-;1251375;-;4608
1;-;-;73;-;1251376;-;5446
1;-;-;73;-;1251377;-;5024
1;-;-;73;-;1251378;-;4264
1;-;-;73;-;1251379;-;4309
1;-;-;73;-;1251380;-;4254
1;-;-;73;-;1251381;-;5555
1;-;-;73;-;1251382;-;4767
1;-;-;73;-;1251383;-;4363
1;-;-;73;-;1251384;-;4582
1;-;-;73;-;1251385;-;4347
1;-;-;73;-;1251386;-;4832
1;-;-;73;-;1251387;-;5431
1;-;-;73;-;1251388;-;4172
1;-;-;73;-;1251389;-;5565
1;-;-;73;-;1251390;-;4650
1;-;-;73;-;1251391;-;5215
1;-;-;73;-;1251392;-;4273
1;-;-;73;-;1251393;-;4577
1;-;-;73;-;1251394;-;4205
1;-;-;73;-;1251395;-;4711
1;-;-;73;-;1251396;-;5294
1;-;-;73;-;1251397;-;5017
1;-;-;73;-;1251398;-;3776
1;-;1;74;-;-;556851;-
1;-;-;74;480;-;-;12087
1;-;-;74;481;-;-;15698
1;-;-;74;482;-;-;12575
1;-;-;74;483;-;-;13563
1;-;-;74;484;-;-;12976
1;-;-;74;485;-;-;14021
1;-;-;74;486;-;-;14987
1;-;-;74;-;1251399;-;3834
1;-;-;74;-;1251400;-;4058
1;-;-;74;-;1251401;-;4905
1;-;-;74;-;1251402;-;4477
1;-;-;74;-;1251403;-;4523
1;-;-;74;-;1251404;-;3814
1;-;-;74;-;1251405;-;5198
1;-;-;74;-;1251406;-;3832
1;-;-;74;-;1251407;-;5630
1;-;-;74;-;1251408;-;5293
1;-;-;74;-;1251409;-;5477
1;-;-;74;-;1251410;-;4511
1;-;-;74;-;1251411;-;3782
1;-;-;74;-;1251412;-;4609
1;-;-;74;-;1251413;-;4139
1;-;-;74;-;1251414;-;4896
1;-;-;74;-;1251415;-;4356
1;-;-;74;-;1251416;-;4570
1;-;-;74;-;1251417;-;5553
1;-;-;74;-;1251418;-;4755
1;-;-;74;-;1251419;-;3775
1;-;-;74;-;1251420;-;5157
1;-;-;74;-;1251421;-;5148
1;-;-;74;-;1251422;-;4158
1;-;-;74;-;1251423;-;5560
1;-;-;74;-;1251424;-;5260
1;-;-;74;-;1251425;-;5589
1;-;-;74;-;1251426;-;4834
1;-;-;74;-;1251427;-;5469
1;-;-;74;-;1251428;-;4662
1;-;-;74;-;1251429;-;5197
1;-;-;74;-;1251430;-;4318
1;-;1;75;-;-;542688;-
1;-;-;75;487;-;-;14875
1;-;-;75;488;-;-;14484
1;-;-;75;489;-;-;14710
1;-;-;75;490;-;-;13003
1;-;-;75;491;-;-;16302
1;-;-;75;492;-;-;14706
1;-;-;75;493;-;-;15436
1;-;-;75;494;-;-;11109
1;-;-;75;-;1251431;-;4583
1;-;-;75;-;1251432;-;4741
1;-;-;75;-;1251433;-;4069
